"Call_Center_Region","Customer_Balance","Customer_Name","Customer_Segment","Customer_State","Discount","Employee_Dept","Employee_Name","Employee_Salary","Employee_Yrs_Exp","Fill_Time","Gross_Profit","Item_Count","Manager_Name","Market_Segment","Order_Date","Order_Day","Order_ID","Order_Month","Order_Priority","Order_Quantity","Order_Quarter","Order_Status","Order_Year","PID","Price","Prod_TypeB","Prod_TypeC","Prod_TypeD","Prod_TypeE","Product_Base_Margin","Product_Container","Product_ID","Product_In_Stock","Product_Name","Receive_Time","Received_Date","Sales_Total","Ship_Charge","Ship_Date","Ship_Handle_Cost","Ship_Mode","Ship_Priority","Ship_Promo","Supplier_Balance","Supplier_Name","Supplier_Region","Supplier_State","Tax_Rate","Total_Cycle_Time","birst_constant_one","row"
"EAST","127","Sarah Jordon-Smith","CONSUMER","ALABAMA","0.01","1081","P.D Rai","90736.0000","1","2","1225.3","1","Bob Pennefather","CONSUMER","1998-09-01 00:00:00","1","50882","9","2-HIGH","3","Q3","F","1998","15053","699.9900","TECHNOLOGY","COPIERS AND FAX","COPIERS","BUSINESS COPIERS","0.4","JUMBO DRUM","655","YES","Canon Imageclass D680 Copier / Fax","8","1998-09-11 00:00:00","2335.29","90.0000","1998-09-03 00:00:00","90.0000","DELIVERY TRUCK","0","REGULAR SHIPPING","-632","Supplier_056","WEST","UTAH","0.08","10","",""
"EAST","127","Sarah Jordon-Smith","CONSUMER","ALABAMA","0.01","1087","Cubberley, Cynthia","94405.0000","2","3","-18.17","1","Lambda Sigma","CONSUMER","1999-02-13 00:00:00","13","52227","2","3-MEDIUM","20","Q1","F","1999","19630","5.3400","OFFICE SUPPLIES","BINDERS AND BINDER ACCESSORIES","HEAVY DUTY BINDERS","HEAVY DUTY BINDERS","0.38","SMALL BOX","1519","YES","Pressboard Data Binders by Wilson Jones","3","1999-02-19 00:00:00","126.01","14.9900","1999-02-16 00:00:00","5.1800","EXPRESS AIR","0","REGULAR SHIPPING","4516","Supplier_060","EAST","NEBRASKA","0.05","6","",""
"EAST","127","Sarah Jordon-Smith","CONSUMER","ALABAMA","0.01","1091","Driscoll, Candy","36912.0000","10","4","16.07","1","Faris, Marilyn","CONSUMER","1999-06-25 00:00:00","25","18119","6","5-LOW","19","Q2","F","1999","22997","3.5500","OFFICE SUPPLIES","RUBBER BANDS","BINDER CLIPS","BINDER CLIPS","0.38","WRAP BAG","24","YES","Acco Clips to Go??? Binder Clips, 24 Clips in Two Sizes","4","1999-07-03 00:00:00","68.87","1.4300","1999-06-29 00:00:00","1.4300","REGULAR AIR","0","REGULAR SHIPPING","9198","Supplier_025","EAST","DELAWARE","0.01","8","",""
"EAST","127","Sarah Jordon-Smith","CONSUMER","ALABAMA","0.01","1099","Harris, Heidi","24459.0000","1","5","654.33","1","Stevenson, Carol","CONSUMER","2000-02-07 00:00:00","7","56711","2","5-LOW","25","Q1","F","2000","28492","48.0400","OFFICE SUPPLIES","PAPER","COMPUTER PAPER","COMPUTER PAPER","0.37","SMALL BOX","1885","NO","Xerox 1885","8","2000-02-20 00:00:00","1279.45","7.2300","2000-02-12 00:00:00","7.2300","REGULAR AIR","0","REGULAR SHIPPING","1883","Supplier_086","CENTRAL","OHIO","0.07","13","",""
"EAST","127","Sarah Jordon-Smith","CONSUMER","ALABAMA","0.01","1099","Harris, Heidi","24459.0000","1","7","1400.86","1","Stevenson, Carol","CONSUMER","2000-02-07 00:00:00","7","56711","2","5-LOW","18","Q1","F","2000","28493","173.9100","OFFICE SUPPLIES","PENS & ART SUPPLIES","PENCIL SHARPENERS","ELECTRONIC SHARPENERS","0.57","SMALL PACK","1731","YES","Hunt BOSTON® Model 1606 High-Volume Electric Pencil Sharpener, Beige","10","2000-02-24 00:00:00","3347","0.0000","2000-02-14 00:00:00","8.9900","REGULAR AIR","0","FREE SHIPPING","92","Supplier_058","WEST","UTAH","0.08","17","",""
"EAST","127","Sarah Jordon-Smith","CONSUMER","ALABAMA","0.02","1062","Miskie, Adele","89638.0000","1","7","-78.14","1","Alok Kapoor","CONSUMER","2000-08-06 00:00:00","6","38787","8","5-LOW","30","Q3","O","2000","32794","2.5200","OFFICE SUPPLIES","PENS & ART SUPPLIES","HIGHLIGHTERS","HIGHLIGHTERS","0.44","WRAP BAG","1723","NO","Binney & Smith inkTank??? Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box","11","2000-08-24 00:00:00","83.52","4.9900","2000-08-13 00:00:00","4.2800","EXPRESS AIR","0","REGULAR SHIPPING","4516","Supplier_050","EAST","MARYLAND","0.06","18","",""
"EAST","127","Sarah Jordon-Smith","CONSUMER","ALABAMA","0.02","1072","Michael J. Jacobs","103600.0000","1","0","-2.88","1","Suzanne Lafrenière","CONSUMER","1999-10-25 00:00:00","25","38887","10","1-URGENT","38","Q4","F","1999","26050","3.3400","OFFICE SUPPLIES","PENS & ART SUPPLIES","HIGHLIGHTERS","HIGHLIGHTERS","0.55","WRAP BAG","1718","YES","Avery Fluorescent Highlighter Four-Color Set","2","1999-10-27 00:00:00","128.49","1.6200","1999-10-25 00:00:00","1.6200","REGULAR AIR","0","REGULAR SHIPPING","6150","Supplier_019","EAST","ALABAMA","0.02","2","",""
"EAST","127","Sarah Jordon-Smith","CONSUMER","ALABAMA","0.02","1072","Michael J. Jacobs","103600.0000","1","1","62.38","1","Suzanne Lafrenière","CONSUMER","1999-10-25 00:00:00","25","38887","10","1-URGENT","25","Q4","F","1999","26052","14.4500","OFFICE SUPPLIES","BINDERS AND BINDER ACCESSORIES","HEAVY DUTY BINDERS","HEAVY DUTY BINDERS","0.38","SMALL BOX","1523","YES","Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders","2","1999-10-28 00:00:00","378.9","7.1700","1999-10-26 00:00:00","7.1700","REGULAR AIR","0","REGULAR SHIPPING","9171","Supplier_024","CENTRAL","ILLINOIS","0.05","3","",""
"EAST","127","Sarah Jordon-Smith","CONSUMER","ALABAMA","0.03","1062","Miskie, Adele","89638.0000","1","9","14.22","1","Alok Kapoor","CONSUMER","2000-08-06 00:00:00","6","38787","8","5-LOW","2","Q3","O","2000","32792","70.9800","FURNITURE","BOOKCASES","METAL BOOKCASES","METAL BOOKCASES","0.56","JUMBO BOX","1004","YES","Hon Metal Bookcases, Putty","7","2000-08-22 00:00:00","187.2","46.7400","2000-08-15 00:00:00","46.7400","DELIVERY TRUCK","0","REGULAR SHIPPING","-290","Supplier_040","EAST","DELAWARE","0.02","16","",""
"EAST","127","Sarah Jordon-Smith","CONSUMER","ALABAMA","0.03","1076","Mary Miller","84535.0000","5","2","1.78","1","Galen Kountz","CONSUMER","1998-06-23 00:00:00","23","28519","6","2-HIGH","2","Q2","F","1998","13343","2.9800","OFFICE SUPPLIES","PENS & ART SUPPLIES","PENCILS","WOOD PENCILS","0.58","WRAP BAG","1762","YES","Dixon Ticonderoga Pencils","5","1998-06-30 00:00:00","6.66","0.7100","1998-06-25 00:00:00","0.7100","REGULAR AIR","0","REGULAR SHIPPING","1638","Supplier_089","EAST","MARYLAND","0.03","7","",""
"EAST","127","Sarah Jordon-Smith","CONSUMER","ALABAMA","0.04","1073","Rick Nelson","100876.0000","1","2","100.79","1","Suzanne Lafrenière","CONSUMER","2002-11-08 00:00:00","8","16576","11","4-NOT SPECIFIED","31","Q4","O","2002","53458","14.5500","OFFICE SUPPLIES","BINDERS AND BINDER ACCESSORIES","BINDING SUPPLIES","BINDING SUPPLIES","0.4","SMALL BOX","1480","YES","Fellowes Presentation Covers for Comb Binding Machines","4","2002-11-14 00:00:00","438.07","5.0600","2002-11-10 00:00:00","5.0600","REGULAR AIR","0","REGULAR SHIPPING","531","Supplier_020","WEST","IDAHO","0","6","",""
"EAST","127","Sarah Jordon-Smith","CONSUMER","ALABAMA","0.04","1077","Matthew Vanderschaaf","44870.0000","1","2","-113.1","1","Michael J. Jacobs","CONSUMER","2001-09-06 00:00:00","6","28164","9","2-HIGH","24","Q3","O","2001","42865","4.4800","FURNITURE","OFFICE FURNISHINGS","PLASTIC DESK SETS","PLASTIC DESK SETS","0.54","SMALL BOX","1268","YES","Stacking Tray, Side-Loading, Legal, Smoke","15","2001-09-23 00:00:00","118.72","7.2400","2001-09-08 00:00:00","7.2400","REGULAR AIR","0","REGULAR SHIPPING","7773","Supplier_043","EAST","VIRGINIA","0.08","17","",""
"EAST","127","Sarah Jordon-Smith","CONSUMER","ALABAMA","0.04","1093","Danko, Susan","33523.0000","4","2","-121.34","1","Colleen Hurwitz","CONSUMER","2001-06-18 00:00:00","18","36837","6","4-NOT SPECIFIED","46","Q2","O","2001","40904","10.9700","TECHNOLOGY","COMPUTER PERIPHERALS","KEYBOARDS","CORDED KEYBOARDS","0.64","SMALL BOX","674","NO","Micro Innovations 104 Keyboard","14","2001-07-04 00:00:00","500.62","6.5000","2001-06-20 00:00:00","6.5000","REGULAR AIR","0","REGULAR SHIPPING","3017","Supplier_037","CENTRAL","ILLINOIS","0.02","16","",""
"EAST","127","Sarah Jordon-Smith","CONSUMER","ALABAMA","0.04","1093","Danko, Susan","33523.0000","4","2","-37.38","1","Colleen Hurwitz","CONSUMER","2001-06-18 00:00:00","18","36837","6","4-NOT SPECIFIED","47","Q2","O","2001","40907","10.2300","OFFICE SUPPLIES","SCISSORS, RULERS AND TRIMMERS","SCISSORS","SCISSORS","0.59","SMALL PACK","300","NO","Acme® Box Cutter Scissors","14","2001-07-04 00:00:00","466.26","4.6800","2001-06-20 00:00:00","4.6800","REGULAR AIR","0","REGULAR SHIPPING","-892","Supplier_028","CENTRAL","ILLINOIS","0","16","",""
"EAST","127","Sarah Jordon-Smith","CONSUMER","ALABAMA","0.04","1095","Davis, Theresa","35199.0000","3","2","182.87","1","Gerardo Colmenar","CONSUMER","2002-12-06 00:00:00","6","23938","12","3-MEDIUM","48","Q4","O","2002","54200","7.6400","OFFICE SUPPLIES","ENVELOPES","BUSINESS ENVELOPES","BUSINESS ENVELOPES","0.36","SMALL BOX","1612","YES","Security-Tint Envelopes","6","2002-12-14 00:00:00","381.61","1.3900","2002-12-08 00:00:00","1.3900","REGULAR AIR","0","REGULAR SHIPPING","2372","Supplier_036","EAST","NORTH CAROLINA","0.08","8","",""
"EAST","127","Sarah Jordon-Smith","CONSUMER","ALABAMA","0.04","1095","Davis, Theresa","35199.0000","3","2","2504.69","1","Gerardo Colmenar","CONSUMER","2002-12-06 00:00:00","6","23938","12","3-MEDIUM","41","Q4","O","2002","54201","180.1900","OFFICE SUPPLIES","STORAGE & ORGANIZATION","PORTABLE STORAGE","PORTABLE STORAGE","0.59","SMALL BOX","431","YES","Standard Rollaway File with Lock","5","2002-12-13 00:00:00","7163.2","0.0000","2002-12-08 00:00:00","7.3100","REGULAR AIR","0","FREE SHIPPING","6202","Supplier_090","WEST","NEW MEXICO","0.01","7","",""
"EAST","127","Sarah Jordon-Smith","CONSUMER","ALABAMA","0.05","1062","Miskie, Adele","89638.0000","1","0","-71.37","1","Alok Kapoor","CONSUMER","2000-08-06 00:00:00","6","38787","8","5-LOW","22","Q3","O","2000","32791","3.2800","OFFICE SUPPLIES","PENS & ART SUPPLIES","ART SUPPLIES","COLORED PENS","0.56","WRAP BAG","35","YES","Newell 35","-2","2000-08-04 00:00:00","79.04","5.0000","2000-08-06 00:00:00","5.0000","REGULAR AIR","0","REGULAR SHIPPING","3393","Supplier_011","CENTRAL","WISCONSIN","0.08","-2","",""
"EAST","127","Sarah Jordon-Smith","CONSUMER","ALABAMA","0.05","1065","Kameshwar Prasad","48535.0000","1","1","1142.36","1","Peacock, Margaret","CONSUMER","1997-12-31 00:00:00","31","25796","12","3-MEDIUM","26","Q4","F","1997","9100","125.9900","TECHNOLOGY","TELEPHONES AND COMMUNICATION","WIRELESS AND CELLULAR","MOTOROLA","0.57","SMALL BOX","878","YES","i700plus","2","1998-01-03 00:00:00","3205.31","0.0000","1998-01-01 00:00:00","7.5300","REGULAR AIR","0","FREE SHIPPING","2944","Supplier_045","EAST","MARYLAND","0.03","3","",""
"EAST","127","Sarah Jordon-Smith","CONSUMER","ALABAMA","0.05","1077","Matthew Vanderschaaf","44870.0000","1","2","-23.82","1","Michael J. Jacobs","CONSUMER","2001-09-06 00:00:00","6","28164","9","2-HIGH","15","Q3","O","2001","42866","5.3400","OFFICE SUPPLIES","BINDERS AND BINDER ACCESSORIES","HEAVY DUTY BINDERS","HEAVY DUTY BINDERS","0.38","SMALL BOX","1519","NO","Pressboard Data Binders by Wilson Jones","15","2001-09-23 00:00:00","84.32","5.1800","2001-09-08 00:00:00","5.1800","REGULAR AIR","0","REGULAR SHIPPING","4516","Supplier_060","EAST","NEBRASKA","0.04","17","",""
"EAST","127","Sarah Jordon-Smith","CONSUMER","ALABAMA","0.05","1077","Matthew Vanderschaaf","44870.0000","1","2","-91.58","1","Michael J. Jacobs","CONSUMER","2001-09-06 00:00:00","6","28164","9","2-HIGH","41","Q3","O","2001","42867","4.9800","OFFICE SUPPLIES","PAPER","COPY PAPER","COPY PAPER","0.38","SMALL BOX","1952","NO","Xerox 1952","14","2001-09-22 00:00:00","211.1","5.4900","2001-09-08 00:00:00","5.4900","REGULAR AIR","0","REGULAR SHIPPING","6642","Supplier_097","CENTRAL","TEXAS","0.06","16","",""
"EAST","127","Sarah Jordon-Smith","CONSUMER","ALABAMA","0.05","1087","Cubberley, Cynthia","94405.0000","2","3","-151.22","1","Lambda Sigma","CONSUMER","1999-02-13 00:00:00","13","52227","2","3-MEDIUM","37","Q1","F","1999","19626","6.4800","OFFICE SUPPLIES","PAPER","COPY PAPER","COPY PAPER","0.37","SMALL BOX","217","YES","Xerox 217","4","1999-02-20 00:00:00","240.52","8.1900","1999-02-16 00:00:00","8.1900","REGULAR AIR","0","REGULAR SHIPPING","3671","Supplier_099","CENTRAL","WISCONSIN","0.02","7","",""
"EAST","127","Sarah Jordon-Smith","CONSUMER","ALABAMA","0.05","1090","Gill, Warren","27358.0000","9","12","85.61","1","Faris, Marilyn","CONSUMER","2001-06-17 00:00:00","17","22944","6","5-LOW","35","Q2","O","2001","40856","33.2800","OFFICE SUPPLIES","BINDERS AND BINDER ACCESSORIES","BINDING SUPPLIES","BINDING SUPPLIES","0.35","SMALL BOX","1469","NO","GBC Twin Loop??? Wire Binding Elements","104","2001-10-11 00:00:00","1192.94","19.9900","2001-06-29 00:00:00","19.9900","REGULAR AIR","0","REGULAR SHIPPING","5631","Supplier_048","EAST","SOUTH CAROLINA","0.06","116","",""
"EAST","127","Sarah Jordon-Smith","CONSUMER","ALABAMA","0.05","1093","Danko, Susan","33523.0000","4","2","295.61","1","Colleen Hurwitz","CONSUMER","2001-06-18 00:00:00","18","36837","6","4-NOT SPECIFIED","45","Q2","O","2001","40906","18.9900","TECHNOLOGY","OFFICE MACHINES","CALCULATORS","SCIENTIFIC CALCULATORS","0.38","MEDIUM BOX","72","NO","Ibico 099 Scientific Calculator","14","2001-07-04 00:00:00","849.39","5.0900","2001-06-20 00:00:00","5.0900","REGULAR AIR","0","REGULAR SHIPPING","5631","Supplier_048","EAST","SOUTH CAROLINA","0.04","16","",""
"EAST","127","Sarah Jordon-Smith","CONSUMER","ALABAMA","0.06","1065","Kameshwar Prasad","48535.0000","1","2","-13.05","1","Peacock, Margaret","CONSUMER","1997-12-31 00:00:00","31","25796","12","3-MEDIUM","13","Q4","F","1997","9097","6.5500","OFFICE SUPPLIES","PAPER","WRITINGS PADS","MEMO SLIPS","0.39","WRAP BAG","1844","YES","Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""","5","1998-01-07 00:00:00","90.23","5.3900","1998-01-02 00:00:00","5.3900","REGULAR AIR","0","REGULAR SHIPPING","5917","Supplier_031","WEST","UTAH","0.06","7","",""
"EAST","127","Sarah Jordon-Smith","CONSUMER","ALABAMA","0.06","1069","Beasley, Mary","61659.0000","1","2","1102.2","1","MacCallum, Joan","CONSUMER","2001-12-23 00:00:00","23","47908","12","4-NOT SPECIFIED","32","Q4","O","2001","45503","110.9900","TECHNOLOGY","TELEPHONES AND COMMUNICATION","WIRELESS AND CELLULAR","ERICSSON","0.57","SMALL BOX","851","NO","LX 677","14","2002-01-08 00:00:00","3414.34","8.9900","2001-12-25 00:00:00","8.9900","REGULAR AIR","0","REGULAR SHIPPING","7041","Supplier_018","WEST","UTAH","0.02","16","",""
"EAST","127","Sarah Jordon-Smith","CONSUMER","ALABAMA","0.06","1077","Matthew Vanderschaaf","44870.0000","1","2","996.67","1","Michael J. Jacobs","CONSUMER","2001-09-06 00:00:00","6","28164","9","2-HIGH","29","Q3","O","2001","42864","236.9700","FURNITURE","TABLES","MEETING ROOM TABLES","MEETING ROOM TABLES","0.61","JUMBO BOX","1358","YES","Chromcraft Rectangular Conference Tables","20","2001-09-28 00:00:00","6906.63","59.2400","2001-09-08 00:00:00","59.2400","DELIVERY TRUCK","0","REGULAR SHIPPING","3793","Supplier_073","WEST","UTAH","0.06","22","",""
"EAST","127","Sarah Jordon-Smith","CONSUMER","ALABAMA","0.06","1079","Philémon H. Paquette","75034.0000","9","2","-112.58","1","Michael J. Jacobs","CONSUMER","1998-04-08 00:00:00","8","57889","4","5-LOW","22","Q2","F","1998","11431","5.2800","OFFICE SUPPLIES","PAPER","COPY PAPER","COPY PAPER","0.4","SMALL BOX","1990","YES","Xerox 1990","1","1998-04-11 00:00:00","124.4","8.6600","1998-04-10 00:00:00","8.6600","REGULAR AIR","0","REGULAR SHIPPING","4381","Supplier_035","WEST","CALIFORNIA","0.06","3","",""
"EAST","127","Sarah Jordon-Smith","CONSUMER","ALABAMA","0.06","1091","Driscoll, Candy","36912.0000","10","5","333.96","1","Faris, Marilyn","CONSUMER","1999-06-25 00:00:00","25","18119","6","5-LOW","47","Q2","F","1999","22996","12.5300","OFFICE SUPPLIES","LABELS","STANDARD LABELS","STANDARD LABELS","0.38","SMALL BOX","50","YES","Avery 50","8","1999-07-08 00:00:00","581.25","0.0000","1999-06-30 00:00:00","0.5000","REGULAR AIR","0","FREE SHIPPING","2971","Supplier_076","EAST","SOUTH CAROLINA","0.05","13","",""
"EAST","127","Sarah Jordon-Smith","CONSUMER","ALABAMA","0.06","1093","Danko, Susan","33523.0000","4","2","4.27","1","Colleen Hurwitz","CONSUMER","2001-06-18 00:00:00","18","36837","6","4-NOT SPECIFIED","10","Q2","O","2001","40908","130.9800","FURNITURE","CHAIRS & CHAIRMATS","OFFICE CHAIRS","TASK CHAIRS","0.74","JUMBO DRUM","1065","NO","Office Star - Mesh Screen back chair with Vinyl seat","23","2001-07-13 00:00:00","1273.52","30.0000","2001-06-20 00:00:00","30.0000","DELIVERY TRUCK","0","REGULAR SHIPPING","5756","Supplier_001","WEST","COLORADO","0.01","25","",""
"EAST","127","Sarah Jordon-Smith","CONSUMER","ALABAMA","0.07","1065","Kameshwar Prasad","48535.0000","1","0","552.3","1","Peacock, Margaret","CONSUMER","1997-12-31 00:00:00","31","25796","12","3-MEDIUM","9","Q4","F","1997","9098","104.8500","OFFICE SUPPLIES","PAPER","COMPUTER PAPER","COMPUTER PAPER","0.37","SMALL BOX","1915","YES","Xerox 1915","2","1998-01-02 00:00:00","947.8","0.0000","1997-12-31 00:00:00","5.1500","REGULAR AIR","0","FREE SHIPPING","4641","Supplier_004","EAST","MASS","0.08","2","",""
"EAST","127","Sarah Jordon-Smith","CONSUMER","ALABAMA","0.07","1069","Beasley, Mary","61659.0000","1","2","13.55","1","MacCallum, Joan","CONSUMER","2001-12-23 00:00:00","23","47908","12","4-NOT SPECIFIED","10","Q4","O","2001","45502","2.8900","OFFICE SUPPLIES","LABELS","STANDARD LABELS","STANDARD LABELS","0.38","SMALL BOX","498","YES","Avery 498","14","2002-01-08 00:00:00","29.53","0.5000","2001-12-25 00:00:00","0.5000","REGULAR AIR","0","REGULAR SHIPPING","-892","Supplier_028","CENTRAL","ILLINOIS","0.08","16","",""
"EAST","127","Sarah Jordon-Smith","CONSUMER","ALABAMA","0.07","1072","Michael J. Jacobs","103600.0000","1","2","36.21","1","Suzanne Lafrenière","CONSUMER","1999-10-25 00:00:00","25","38887","10","1-URGENT","50","Q4","F","1999","26049","5.5800","OFFICE SUPPLIES","PENS & ART SUPPLIES","ART SUPPLIES","COLORED PENS","0.46","WRAP BAG","1681","YES","DIXON Ticonderoga® Erasable Checking Pencils","3","1999-10-30 00:00:00","264.05","1.9900","1999-10-27 00:00:00","1.9900","REGULAR AIR","0","REGULAR SHIPPING","-724","Supplier_082","CENTRAL","WISCONSIN","0.01","5","",""
"EAST","127","Sarah Jordon-Smith","CONSUMER","ALABAMA","0.07","1072","Michael J. Jacobs","103600.0000","1","1","-46.77","1","Suzanne Lafrenière","CONSUMER","1999-10-25 00:00:00","25","38887","10","1-URGENT","21","Q4","F","1999","26051","5.9800","OFFICE SUPPLIES","BINDERS AND BINDER ACCESSORIES","POLY BINDERS","POLY BINDERS","0.37","SMALL BOX","1564","YES","Avery Non-Stick Heavy Duty View Round Locking Ring Binders","2","1999-10-28 00:00:00","131.78","14.9900","1999-10-26 00:00:00","6.2900","EXPRESS AIR","0","REGULAR SHIPPING","7175","Supplier_085","EAST","CONNECTICUT","0","3","",""
"EAST","127","Sarah Jordon-Smith","CONSUMER","ALABAMA","0.07","1076","Mary Miller","84535.0000","5","1","0.52","1","Galen Kountz","CONSUMER","1998-06-23 00:00:00","23","28519","6","2-HIGH","27","Q2","F","1998","13345","9.7400","FURNITURE","OFFICE FURNISHINGS","CLOCKS","CLOCKS","0.41","SMALL BOX","1154","YES","Staples 10"" Round Wall Clock","3","1998-06-27 00:00:00","262.51","5.7100","1998-06-24 00:00:00","5.7100","REGULAR AIR","0","REGULAR SHIPPING","6256","Supplier_091","WEST","IDAHO","0.05","4","",""
"EAST","127","Sarah Jordon-Smith","CONSUMER","ALABAMA","0.07","1079","Philémon H. Paquette","75034.0000","9","4","15.94","1","Michael J. Jacobs","CONSUMER","1998-04-08 00:00:00","8","57889","4","5-LOW","12","Q2","F","1998","11430","42.6500","FURNITURE","OFFICE FURNISHINGS","MATS","MATS","0.68","MEDIUM BOX","1245","NO","Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting","5","1998-04-17 00:00:00","513.24","22.9900","1998-04-12 00:00:00","12.4400","EXPRESS AIR","0","REGULAR SHIPPING","1468","Supplier_083","EAST","SOUTH CAROLINA","0.03","9","",""
"EAST","127","Sarah Jordon-Smith","CONSUMER","ALABAMA","0.07","1087","Cubberley, Cynthia","94405.0000","2","2","23.37","1","Lambda Sigma","CONSUMER","1999-02-13 00:00:00","13","52227","2","3-MEDIUM","2","Q1","F","1999","19629","30.9800","OFFICE SUPPLIES","PAPER","COPY PAPER","COPY PAPER","0.4","SMALL BOX","1925","YES","Xerox 1925","4","1999-02-19 00:00:00","75.17","13.5100","1999-02-15 00:00:00","13.5100","REGULAR AIR","0","REGULAR SHIPPING","9190","Supplier_014","EAST","MASS","0.07","6","",""
"EAST","127","Sarah Jordon-Smith","CONSUMER","ALABAMA","0.08","1065","Kameshwar Prasad","48535.0000","1","2","2.87","1","Peacock, Margaret","CONSUMER","1997-12-31 00:00:00","31","25796","12","3-MEDIUM","1","Q4","F","1997","9095","4.9800","OFFICE SUPPLIES","LABELS","STANDARD LABELS","STANDARD LABELS","0.39","SMALL BOX","483","YES","Avery 483","4","1998-01-06 00:00:00","5.8","0.9900","1998-01-02 00:00:00","0.9900","REGULAR AIR","0","REGULAR SHIPPING","6565","Supplier_042","EAST","DELAWARE","0.05","6","",""
"EAST","127","Sarah Jordon-Smith","CONSUMER","ALABAMA","0.08","1065","Kameshwar Prasad","48535.0000","1","2","15.3","1","Peacock, Margaret","CONSUMER","1997-12-31 00:00:00","31","25796","12","3-MEDIUM","22","Q4","F","1997","9096","2.8900","OFFICE SUPPLIES","LABELS","STANDARD LABELS","STANDARD LABELS","0.38","SMALL BOX","482","YES","Avery 482","3","1998-01-05 00:00:00","61.24","0.9900","1998-01-02 00:00:00","0.9900","REGULAR AIR","0","REGULAR SHIPPING","1468","Supplier_083","EAST","SOUTH CAROLINA","0.03","5","",""
"EAST","127","Sarah Jordon-Smith","CONSUMER","ALABAMA","0.08","1069","Beasley, Mary","61659.0000","1","2","-19.11","1","MacCallum, Joan","CONSUMER","2001-12-23 00:00:00","23","47908","12","4-NOT SPECIFIED","37","Q4","O","2001","45501","14.5800","FURNITURE","OFFICE FURNISHINGS","FRAMES","FRAMES","0.48","SMALL BOX","1209","NO","DAX Clear Channel Poster Frame","15","2002-01-09 00:00:00","513.63","7.4000","2001-12-25 00:00:00","7.4000","REGULAR AIR","0","REGULAR SHIPPING","9366","Supplier_021","CENTRAL","MICHIGAN","0.02","17","",""
"EAST","127","Sarah Jordon-Smith","CONSUMER","ALABAMA","0.08","1072","Michael J. Jacobs","103600.0000","1","2","-168.88","1","Suzanne Lafrenière","CONSUMER","1999-10-25 00:00:00","25","38887","10","1-URGENT","41","Q4","F","1999","26048","1.6800","OFFICE SUPPLIES","BINDERS AND BINDER ACCESSORIES","HEAVY DUTY BINDERS","HEAVY DUTY BINDERS","0.37","SMALL BOX","1527","YES","Computer Printout Index Tabs","3","1999-10-30 00:00:00","73.09","5.2800","1999-10-27 00:00:00","5.2800","REGULAR AIR","0","REGULAR SHIPPING","7628","Supplier_008","WEST","COLORADO","0.07","5","",""
"EAST","127","Sarah Jordon-Smith","CONSUMER","ALABAMA","0.08","1079","Philémon H. Paquette","75034.0000","9","7","-51.73","1","Michael J. Jacobs","CONSUMER","1998-04-08 00:00:00","8","57889","4","5-LOW","20","Q2","F","1998","11432","3.5700","OFFICE SUPPLIES","PENS & ART SUPPLIES","PENCIL SHARPENERS","MANUAL SHARPENERS","0.59","SMALL PACK","1756","YES","Barrel Sharpener","10","1998-04-25 00:00:00","73.8","4.1700","1998-04-15 00:00:00","4.1700","REGULAR AIR","0","REGULAR SHIPPING","-831","Supplier_057","WEST","COLORADO","0.06","17","",""
"EAST","127","Sarah Jordon-Smith","CONSUMER","ALABAMA","0.08","1081","P.D Rai","90736.0000","1","0","-29.64","1","Bob Pennefather","CONSUMER","1998-09-01 00:00:00","1","50882","9","2-HIGH","37","Q3","F","1998","15052","10.2300","OFFICE SUPPLIES","SCISSORS, RULERS AND TRIMMERS","SCISSORS","SCISSORS","0.59","SMALL PACK","300","YES","Acme® Box Cutter Scissors","2","1998-09-03 00:00:00","366.84","4.6800","1998-09-01 00:00:00","4.6800","REGULAR AIR","0","REGULAR SHIPPING","-724","Supplier_082","CENTRAL","WISCONSIN","0.04","2","",""
"EAST","127","Sarah Jordon-Smith","CONSUMER","ALABAMA","0.08","1093","Danko, Susan","33523.0000","4","2","-5.86","1","Colleen Hurwitz","CONSUMER","2001-06-18 00:00:00","18","36837","6","4-NOT SPECIFIED","17","Q2","O","2001","40905","26.3100","TECHNOLOGY","COMPUTER PERIPHERALS","KEYBOARDS","CORDED KEYBOARDS","0.75","SMALL BOX","698","YES","Micro Innovations Micro 3000 Keyboard, Black","14","2001-07-04 00:00:00","429.72","5.8900","2001-06-20 00:00:00","5.8900","REGULAR AIR","0","REGULAR SHIPPING","8080","Supplier_030","WEST","UTAH","0.03","16","",""
"EAST","127","Sarah Jordon-Smith","CONSUMER","ALABAMA","0.08","1099","Harris, Heidi","24459.0000","1","2","1773.66","1","Stevenson, Carol","CONSUMER","2000-02-07 00:00:00","7","56711","2","5-LOW","13","Q1","F","2000","28490","299.9900","TECHNOLOGY","COPIERS AND FAX","COPIERS","PERSONAL COPIERS","0.5","LARGE BOX","662","YES","Brother DCP1000 Digital 3 in 1 Multifunction Machine","0","2000-02-09 00:00:00","3874.91","0.0000","2000-02-09 00:00:00","11.6400","REGULAR AIR","0","FREE SHIPPING","-632","Supplier_056","WEST","UTAH","0.08","2","",""
